,5_ADMINISTRATIVE DATA_Security Classification,10_ADMINISTRATIVE DATA_Type of Action,102_ADMINISTRATIVE DATA_Agency Serial Number,107_ADMINISTRATIVE DATA_Authorization Date,110_EMISSION CHARACTERISTICS_Frequency(ies),110_EMISSION CHARACTERISTICS_Frequency(ies),113_EMISSION CHARACTERISTICS_Station Class,114_EMISSION CHARACTERISTICS_Emission Designator,115_EMISSION CHARACTERISTICS_Transmitter Power,117_EMISSION CHARACTERISTICS_Effective Radiated Power,140_TIME/DATE INFORMATION_Required Date,141_TIME/DATE INFORMATION_Expiration Date,143_TIME/DATE INFORMATION_Revision Date,200_ORGANIZATIONAL INFORMATION_Agency,203_ORGANIZATIONAL INFORMATION_Bureau,300_TRANSMITTER LOCATION DATA_State/Country,301_TRANSMITTER LOCATION DATA_Antenna Location,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,303_TRANSMITTER LOCATION DATA_Antenna Coordinates,304_TRANSMITTER LOCATION DATA_Call Sign,356_TRANSMITTER ANTENNA DATA_Antenna Structure Height,358_TRANSMITTER ANTENNA DATA_Antenna Elevation,359_TRANSMITTER ANTENNA DATA_Antenna Feedpoint Height,803_ADDITIONAL INFORMATION_Requestor Data,901_ADDITIONAL INFORMATION_Record Status,911_ADDITIONAL INFORMATION_Date of Last Transaction,924_ADDITIONAL INFORMATION_Data Source Indicator,927_ADDITIONAL INFORMATION_Date of Entry,963_ADDITIONAL INFORMATION_FCC File Number,110_EMISSION CHARACTERISTICS_Frequency(ies),306_TRANSMITTER LOCATION DATA_Authorized Radius,362_TRANSMITTER ANTENNA DATA_Antenna Orientation,403_RECEIVER LOCATION DATA_Antenna Coordinates,403_RECEIVER LOCATION DATA_Antenna Coordinates,404_RECEIVER LOCATION DATA_Call Sign,458_RECEIVER ANTENNA DATA_Antenna Elevation,459_RECEIVER ANTENNA DATA_Antenna Feedpoint Height,354_TRANSMITTER ANTENNA DATA_,355_TRANSMITTER ANTENNA DATA_Antenna Structure Nomenclature,357_TRANSMITTER ANTENNA DATA_Antenna Gain,360_TRANSMITTER ANTENNA DATA_Antenna Horizontal Beamwidth,400_RECEIVER LOCATION DATA_State/Country,401_RECEIVER LOCATION DATA_Antenna Location,406_RECEIVER LOCATION DATA_Authorized Radius,456_RECEIVER ANTENNA DATA_Antenna Structure Height,457_RECEIVER ANTENNA DATA_Antenna Gain,454_RECEIVER ANTENNA DATA_Antenna Name,455_RECEIVER ANTENNA DATA_Antenna Nomenclature,460_RECEIVER ANTENNA DATA_Antenna Horizontal Beamwidth,103_ADMINISTRATIVE DATA_IRAC Docket Number,130_TIME/DATE INFORMATION_Time,144_TIME/DATE INFORMATION_Approval Authority Indicator,340_TRANSMITTER EQUIPMENT_Equipment Nomenclature,373_TRANSMITTER ANTENNA DATA_JSC Area Code,402_RECEIVER LOCATION DATA_Receiver Control,462_RECEIVER ANTENNA DATA_Antenna Orientation,463_RECEIVER ANTENNA DATA_Antenna Polarization,473_RECEIVER ANTENNA DATA_JSC Area Code,500_SUPPLEMENTARY DETAILS_IRAC Notes,503_SUPPLEMENTARY DETAILS_Agency Free-text Comments,511_DataNumberSFAFItem_Major Function Identifier,512_DataNumberSFAFItem_Intermediate Function Identifier,513_DataNumberSFAFItem_Detailed Function Identifier,520_DataNumberSFAFItem_Supplementary Details,956_ADDITIONAL INFORMATION_Agency Action Number,142_TIME/DATE INFORMATION_Review Date,202_ORGANIZATIONAL INFORMATION_Unified Command Service,204_ORGANIZATIONAL INFORMATION_Command,205_ORGANIZATIONAL INFORMATION_Subcommand,206_ORGANIZATIONAL INFORMATION_InstallationManager   Frequency,207_ORGANIZATIONAL INFORMATION_Operating Unit,"341_TRANSMITTER EQUIPMENT_NumberName   of Stations, System",343_TRANSMITTER EQUIPMENT_EquipmentIdentificationCertificationNumber,440_RECEIVER EQUIPMENT_Equipment Nomenclature,443_RECEIVER EQUIPMENT_EquipmentIdentificationCertificationNumber,501_SUPPLEMENTARY DETAILS_Notes free-text Comments,701_OTHER ASSIGNMENT IDENTIFIERS_Frequency Action Officer,702_OTHER ASSIGNMENT IDENTIFIERS_Control/Request Number,928_ADDITIONAL INFORMATION_Date of Receipt,118_EMISSION CHARACTERISTICS_Power/ERP Augmentation,209_ORGANIZATIONAL INFORMATION_AreaOtherAFC/DoDOrganizationsAFC,345_TRANSMITTER EQUIPMENT_Radar Tunability,346_TRANSMITTER EQUIPMENT_Pulse Duration,347_TRANSMITTER EQUIPMENT_Pulse Repetition Rate,502_SUPPLEMENTARY DETAILS_Description of Requirement,342_TRANSMITTER EQUIPMENT_Aircraft Nautical Mile Value,958_ADDITIONAL INFORMATION_Routine Agenda Item,208_ORGANIZATIONAL INFORMATION_User Net/Code,442_RECEIVER EQUIPMENT_Aircraft Nautical Mile Value,147_TIME/DATE INFORMATION_Joint Agencies,506_DataNumberSFAFItem_Paired Frequency,361_TRANSMITTER ANTENNA DATA_Antenna Vertical Beamwidth,116_EMISSION CHARACTERISTICS_Power Type,461_RECEIVER ANTENNA DATA_Antenna Vertical Beamwidth,201_ORGANIZATIONAL INFORMATION_Unified Command,349_TRANSMITTER ANTENNA DATA_Sidelobe Suppression,302_TRANSMITTER LOCATION DATA_Station Control
62,UA ,N ,FCC 2668B2 ,20071025 ,M939.15 ,939.15,"['FB2C ', 'FB2C ', 'FB2C ']","['13K6F2D ', '13K6F3E ', '13K6W7W ']","['W70.00000 ', 'W70.00000 ', 'W70.00000 ']","['40.00 ', '40.00 ', '40.00 ']",20101116 ,20171025 ,20131123 ,FCC ,YS ,DE ,DOVER ,390932N0753053W ,"39.15888888888889,-75.51472222222222",WQHS612 ,['43 '],['9.1 '],['41.1 '],"FCI 900, INC. ",I ,20190916 ,FCC ,20190916 ,2955046 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,UA ,N ,FCC 2668B3 ,20071025 ,M896-M901 ,,"['MO ', 'MO ', 'MO ']","['13K6F2D ', '13K6F3E ', '13K6W7W ']","['W100.00000 ', 'W100.00000 ', 'W100.00000 ']","['50.00 ', '50.00 ', '50.00 ']",20101116 ,20171025 ,20131123 ,FCC ,YS ,DE ,DOVER ,390932N0753053W ,"39.15888888888889,-75.51472222222222",WQHS612 ,,,,"FCI 900, INC. ",I ,20190916 ,FCC ,20190916 ,2955046 ,"896.0, 901.0",113T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,UA ,N ,FCC 0256F4 ,20190827 ,M880.02-M889.98 ,,,,,['51.49 '],20190827 ,20291001 ,20190827 ,FCC ,CL ,DE ,Dover ,390932N0753052W ,"39.15888888888889,-75.51444444444445",KNKN540 ,"['42.4 ', '42.4 ', '42.4 ']","['8.5 ', '8.5 ', '8.5 ']",,Cellco Partnership ,A ,20190916 ,FCC ,20190916 ,13387 ,"880.02, 889.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,UA ,N ,FCC 0256F2 ,20190827 ,M835.02-M844.98 ,,,,,['51.49 '],20190827 ,20291001 ,20190827 ,FCC ,CL ,DE ,Dover ,390932N0753052W ,"39.15888888888889,-75.51444444444445",KNKN540 ,"['42.4 ', '42.4 ', '42.4 ']","['8.5 ', '8.5 ', '8.5 ']",,Cellco Partnership ,A ,20190916 ,FCC ,20190916 ,13387 ,"835.02, 844.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,UA ,N ,FCC 0256F5 ,20190827 ,M891.51-M893.97 ,,,,,['51.49 '],20190827 ,20291001 ,20190827 ,FCC ,CL ,DE ,Dover ,390932N0753052W ,"39.15888888888889,-75.51444444444445",KNKN540 ,"['42.4 ', '42.4 ', '42.4 ']","['8.5 ', '8.5 ', '8.5 ']",,Cellco Partnership ,A ,20190916 ,FCC ,20190916 ,13387 ,"891.51, 893.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,UA ,N ,FCC 0256F3 ,20190827 ,M846.51-M848.97 ,,,,,['51.49 '],20190827 ,20291001 ,20190827 ,FCC ,CL ,DE ,Dover ,390932N0753052W ,"39.15888888888889,-75.51444444444445",KNKN540 ,"['42.4 ', '42.4 ', '42.4 ']","['8.5 ', '8.5 ', '8.5 ']",,Cellco Partnership ,A ,20190916 ,FCC ,20190916 ,13387 ,"846.51, 848.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,UA ,N ,FCC 76C8FA ,20190209 ,M956.30625 ,956.30625,"['MO ', 'MO ', 'MO ']","['11K0A2D ', '2K00A2D ', '8K85A1D ']",,,20190209 ,20290310 ,20190209 ,FCC ,MG ,DE ,DOVER ,390930N0753101W ,"39.15833333333333,-75.51694444444445",WPOS516 ,"['6.1 ', '6.1 ', '6.1 ']",,,CHESAPEAKE UTILITIES ,A ,20190916 ,FCC ,20190916 ,1049740 ,,41T ,"['360 ', '360 ', '360 ', 'V ', 'V ', 'V ']",390930N0753101W ,"39.15833333333333,-75.51694444444445",WPOS516 ,,['6.1 '],"MAXRAD 
MAXRAD ","['MEXE-902-RPSM ', '(B)MAX9105(S) ']","['2.1 ', '2.1 ', '7 ']","['360 ', '360 ', '360 ']",DE ,DOVER ,41 ,['6.1 '],['2.1 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,UA ,N ,FCC 76CE8C ,20090317 ,M956.31875 ,956.31875,['MO '],['2K00A2D '],,,20090317 ,20190525 ,20190727 ,FCC ,MG ,DE ,DOVER ,391001N0753049W ,"39.16694444444445,-75.51361111111112",WPOT786 ,['6.1 '],,,"DOVER, CITY OF ",I ,20190916 ,FCC ,20190916 ,1050645 ,,41T ,"['360 ', 'V ']",391001N0753049W ,"39.16694444444445,-75.51361111111112",WPOT786 ,,['6.1 '],,,['2.1 '],['360 '],DE ,DOVER ,41 ,['6.1 '],['2.1 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,UA ,N ,FCC 09F30D ,20040709 ,M915.75 ,915.75,"['LR ', 'LR ']","['6M00P0N ', '6M00P1D ']","['W4.00000 ', 'W4.00000 ']","['36.02 ', '36.02 ']",20040709 ,20140616 ,20140607 ,FCC ,LN ,DE ,DOVER ,391101N0753055W ,"39.18361111111111,-75.51527777777778",WPMV339 ,['6 '],['12 '],['6 '],DELAWARE DEPARTMENT OF TRANSPORTATION ,I ,20190916 ,FCC ,20190916 ,1147495 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,UA ,N ,FCC 00CDBB ,,M548 ,548.0,['BT '],,['K1.000 '],['79.11 '],20030304 ,20230801 ,20171025 ,FCC ,TX ,DE ,DOVER ,391108N0752928W ,"39.18555555555555,-75.49111111111111",WEVD-LD ,['76 '],,['70 '],MARQUEE BROADCASTING INC. ,A ,20190916 ,FCC ,20190916 ,,,,"['210 ', 'H ']",,,,,,,['BOGB16UT '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,UA ,N ,FCC 00CDBF ,,M548 ,548.0,['BT '],,['K1.000 '],['70.09 '],20030304 ,20230801 ,20180716 ,FCC ,TX ,DE ,DOVER ,391109N0752927W ,"39.185833333333335,-75.49083333333333",WEVD-LD ,['77.1 '],['6.1 '],['70 '],MARQUEE BROADCASTING INC. ,A ,20190916 ,FCC ,20190916 ,,,,"['210 ', 'H ']",,,,,,,['BOGB4UT '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,UA ,N ,FCC 00CDBC ,,M548 ,548.0,['BT '],,['K1.000 '],['70.09 '],20030304 ,20230801 ,20171025 ,FCC ,TX ,DE ,DOVER ,391109N0752927W ,"39.185833333333335,-75.49083333333333",WEVD-LD ,['77.1 '],['6.1 '],['70 '],MARQUEE BROADCASTING INC. ,A ,20190916 ,FCC ,20190916 ,,,,"['210 ', 'H ']",,,,,,,['BOGB4UT '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,UA ,N ,FCC 00CDBD ,,M548 ,548.0,['BT '],,['K1.000 '],['70.09 '],20030304 ,20230801 ,20171025 ,FCC ,TX ,DE ,DOVER ,391109N0752927W ,"39.185833333333335,-75.49083333333333",WEVD-LD ,['77.1 '],['6.1 '],['70 '],MARQUEE BROADCASTING INC. ,A ,20190916 ,FCC ,20190916 ,,,,"['210 ', 'H ']",,,,,,,['BOGB4UT '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,UA ,N ,FCC 00CDC2 ,,M548 ,548.0,['BT '],,['K1.000 '],['70.09 '],20030304 ,20230801 ,20190910 ,FCC ,TX ,DE ,DOVER ,391109N0752927W ,"39.185833333333335,-75.49083333333333",WEVD-LD ,['77.1 '],['6.1 '],['70 '],MARQUEE BROADCASTING INC. ,A ,20190916 ,FCC ,20190916 ,,,,"['210 ', 'H ']",,,,,,,['BOGB4UT '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,UA ,N ,FCC 00CDC1 ,,M548 ,548.0,['BT '],,['K1.000 '],['70.09 '],20030304 ,20230801 ,20190318 ,FCC ,TX ,DE ,DOVER ,391109N0752927W ,"39.185833333333335,-75.49083333333333",WEVD-LD ,['77.1 '],['6.1 '],['70 '],MARQUEE BROADCASTING INC. ,A ,20190916 ,FCC ,20190916 ,,,,"['210 ', 'H ']",,,,,,,['BOGB4UT '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,UA ,N ,FCC 7DD988 ,19900814 ,M2025-M2110 ,,['MO '],['12M0W7D '],,,20070523 ,20121001 ,20120628 ,FCC ,TP ,DE ,Dover ,391110N0752925W ,"39.18611111111111,-75.49027777777778",KC24057 ,['6.1 '],,,"DELMARVA BROADCAST SERVICE, LLC ",I ,20190916 ,FCC ,20190916 ,956989 ,"2025.0, 2110.0",40T ,"['360 ', 'H ']",391110N0752925W ,"39.18611111111111,-75.49027777777778",,,['6.1 '],Silhoutte ,['CRS2 '],['33 '],['360 '],DE ,Dover ,40 ,['6.1 '],['33 '],['Silhoutte '],['CRS2 '],['360 '],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,UA ,N ,FCC 33CB8D ,20101116 ,M851.2875 ,851.2875,['FB2T '],['20K0F3E '],['W35.00000 '],['45.44 '],20101116 ,20201212 ,20101116 ,FCC ,GB ,DE ,,391208N0752908W ,"39.202222222222225,-75.48555555555555",WNVA704 ,,,,EVANS SALVAGE INC ,A ,20190916 ,FCC ,20190916 ,1581242 ,,3T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,UA ,N ,FCC 33CB99 ,20101116 ,M806.2875 ,806.2875,['MOI '],['20K0F3E '],['W2.00000 '],['33.01 '],20101116 ,20201212 ,20101116 ,FCC ,GB ,DE ,,391208N0752908W ,"39.202222222222225,-75.48555555555555",WNVA704 ,,,,EVANS SALVAGE INC ,A ,20190916 ,FCC ,20190916 ,1581242 ,,3T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,UA ,N ,FCC 263230 ,20050714 ,M929.0875 ,929.0875,"['FB6 ', 'FB6 ']","['20K0F1D ', '20K0F3E ']","['W80.00000 ', 'W80.00000 ']","['48.26 ', '48.26 ']",20120801 ,20150714 ,20120926 ,FCC ,GS ,DE ,DOVER ,391133N0753240W ,"39.1925,-75.54444444444445",WQDB516 ,['18 '],['10 '],['20 '],QR3 SECURITY INC. ,I ,20190916 ,FCC ,20190916 ,2733768 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,UA ,N ,FCC 32B630 ,20101102 ,M851.075 ,851.075,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,UA ,N ,FCC 32B631 ,20101102 ,M851.5125 ,851.5125,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,UA ,N ,FCC 32B62F ,20101102 ,M851.0125 ,851.0125,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,UA ,N ,FCC 32B633 ,20101102 ,M851.675 ,851.675,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,UA ,N ,FCC 32B632 ,20101102 ,M851.65 ,851.65,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,UA ,N ,FCC 32B634 ,20101102 ,M852.0125 ,852.0125,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,UA ,N ,FCC 32B636 ,20101102 ,M852.5125 ,852.5125,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,UA ,N ,FCC 32B637 ,20101102 ,M852.65 ,852.65,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,UA ,N ,FCC 32B635 ,20101102 ,M852.125 ,852.125,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,UA ,N ,FCC 32B638 ,20101102 ,M852.675 ,852.675,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,UA ,N ,FCC 32B63A ,20101102 ,M853.0125 ,853.0125,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,UA ,N ,FCC 32B639 ,20101102 ,M852.95 ,852.95,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,UA ,N ,FCC 32B63C ,20101102 ,M853.75 ,853.75,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,UA ,N ,FCC 32B63D ,20101102 ,M853.9 ,853.9,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,UA ,N ,FCC 32B63B ,20101102 ,M853.65 ,853.65,['FB2 '],['20K0F3E '],['W100.00000 '],['55.51 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,['91 '],['5 '],['85 '],Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,UA ,N ,FCC 32B65E ,20101102 ,M806.5125 ,806.5125,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,UA ,N ,FCC 32B65F ,20101102 ,M806.65 ,806.65,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,UA ,N ,FCC 32B65D ,20101102 ,M806.075 ,806.075,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,UA ,N ,FCC 32B660 ,20101102 ,M806.675 ,806.675,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,UA ,N ,FCC 32B65C ,20101102 ,M806.0125 ,806.0125,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,UA ,N ,FCC 32B661 ,20101102 ,M807.0125 ,807.0125,['MO '],['20K0F3E '],['W15.00000 '],['41.76 '],20130903 ,20210122 ,20131218 ,FCC ,YE ,DE ,DOVER ,391136N0753239W ,"39.193333333333335,-75.54416666666667",WPIZ596 ,,,,Delaware Division of Communications ,A ,20190916 ,FCC ,20190916 ,1301531 ,,50T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
